"","Temperature","C99601a","C99601b","C86001a","c86001b","c81401a","c81401b","L11201a","L11201b","L22201a","L22201b","L19801a","L19801b","L11901a","L11901b","C74401a","C74401b","C76501a","C76501b","C61601a","C61601b","C15701a","C15701b","C67201a","C67201b","M7201a","M7201b","M77501a","M77501b","M77801a","M77801b","M52407a","M52407b","M87401a","M87401b","M88301a","M88301b","M11608a","M11608b","M41708a","M41708b","M9702a","M9702b","M10302a","M10302b","M10002a","M10002b","M42309a","M42309b","C16a","C16b","C21a","C21b","C17a","C17b","C15a","C15b","C31a","C31b","C39a","C39b","C34a","C34b","C40a","C40b","C29a","C29b","C03a","C03b","C06a","C06b","C04a","C04b"
"1",45,-0.00010027461361806,8.93667836302026e-06,-1.33957479931065e-05,2.64137573408825e-05,9.31064664065164e-06,-8.5633496153571e-06,1.1679008299548e-05,3.56995088533365e-05,0.000122000086603398,2.85021841510957e-05,-7.39035351088837e-05,7.69439579634838e-05,-0.000143630293218404,-5.25731899457213e-06,0.00014103516867971,5.6442077689626e-06,0.000452205247546237,4.10422770881335e-06,9.54667583462137e-05,-0.000181308151211504,7.18684807601002e-07,0.000154426324239371,-2.44491253883855e-05,-0.000111862681126986,-0.000385454332379526,-0.000109265320648437,7.02483801755414e-05,-2.82321047526753e-05,0.000277983543205645,-0.000278096000423594,0.000209993327963747,-0.000125550454759684,0.000178644282003421,-0.000307261553384485,0.000222951637671784,0.000258761175828669,0.000365223718856376,-9.02257876553227e-05,0.000253673812512485,-0.000160577971002567,-0.000143881724684376,5.63376276082903e-05,0.000201371525885498,2.32828694476516e-05,8.56365079453047e-05,3.61056903094481e-05,-2.72469056962952e-05,-0.000189802598382755,7.11816016219083e-06,1.26827700522239e-05,-9.05468451545834e-07,-0.000699285496371531,8.21414721995987e-06,-3.75391640608367e-05,-1.18906406298024e-05,0.000252663955212507,2.67170862457017e-06,-0.000106521451259478,-1.18909148877405e-05,-1.65143991599604e-06,2.8753440250977e-05,-0.000308242974033207,1.76324396142474e-05,-8.37661032695178e-05,3.25063751031668e-06,-2.87188167680614e-05,0.000182597105887229,9.60182115417546e-05,3.18289615863612e-05,-5.23039380525899e-06,-3.6471377298621e-05,-8.13721839145704e-05
"2",45.1,-7.43491735567584e-06,-7.80871375997671e-06,2.99547861611467e-05,-9.24704144205047e-06,-2.52823135402622e-07,2.25229596363226e-05,-9.54815155046153e-07,2.65922145650689e-05,-3.18167080330143e-05,-6.83327431202828e-06,3.96806200690235e-05,1.60858831876492e-05,-5.40673588494606e-05,4.56644593404888e-05,-2.14270681470006e-05,-1.23115370479503e-05,-2.07986682653487e-05,-4.27830559731163e-06,-4.46657844742335e-05,0.000101611678194742,-1.50617326715869e-05,-7.93232166532823e-05,-9.36818793290131e-07,8.39871289221375e-05,0.000226443808749584,6.54472182053485e-05,-3.34299279517949e-05,1.93517630003707e-05,-0.000124600891328692,0.000116301386607889,-0.000102482576724871,6.07072105388905e-05,-7.91639438214766e-05,0.000162651773264919,-8.37974896672182e-05,-0.00012909372512981,-0.000151944322140948,3.13759476483049e-05,-0.00010618496790881,1.49383057377455e-05,7.77562139330296e-05,-1.97858343110675e-05,-8.24810328783646e-05,-1.31285428680072e-06,-2.12384009603832e-05,-1.35196495633705e-05,2.74069297449059e-05,0.000109206657408078,1.66130624920283e-05,0.000265138704508956,6.17635058708655e-06,0.000193866265572797,4.12890516465159e-06,-4.21338971552159e-05,-6.1197416844922e-05,-4.95758701575629e-05,-1.40166092985326e-06,2.49662266587023e-05,4.86548678118643e-06,1.37983141165786e-05,-2.06963580240021e-06,0.000155542751586619,4.27618057448355e-06,2.03306738848782e-05,1.81916994427781e-05,1.27133048625287e-05,-3.54457992637024e-05,0.000226533393038697,-3.51069016871823e-05,5.55070540767714e-06,1.18317821510349e-06,-5.50511952893582e-05
"3",45.2,2.86535805678313e-05,-1.12645880001441e-06,-6.4131501009818e-06,-9.96787293406002e-06,-9.44913790013539e-06,-6.44309880421845e-06,-1.32395443208753e-05,-1.39130121389717e-05,-4.26373458489768e-05,-1.63064380961707e-05,1.96354710814365e-05,-5.99779216969466e-06,4.35787633612697e-05,-2.78960229363856e-05,-4.82603499413081e-05,3.81050000681146e-06,-0.000174037713361679,-2.80364007615887e-07,-6.35404281705919e-06,-3.58242766839573e-05,8.65584866573302e-05,5.54447937809718e-05,6.042588691018e-05,-0.000100249361891667,-0.000228905377699911,-8.58883117892411e-05,1.60898141332723e-05,-4.34917398648124e-05,5.04345287810766e-06,-2.98392432506162e-05,2.04328183955599e-05,2.28004373995404e-06,-5.02680628134982e-05,-0.0001052269302985,-5.77765018152519e-05,5.40317128075419e-05,-2.01734591713063e-05,1.01282342492021e-05,-1.46278100727276e-05,0.000236714475197341,-8.54153923820593e-05,-1.97626700960026e-05,7.66025867060909e-06,-5.16963522912315e-05,-3.89588775622293e-05,-3.34733424749632e-05,-2.58262902663725e-05,-9.77191258382692e-05,-2.65779671060213e-06,6.18247603447392e-05,-2.85649074169856e-06,0.000444919240183291,-2.2417347566044e-06,-1.78930504789241e-05,1.98001706344921e-05,-0.000110811895829437,-8.85488432151391e-07,3.29889487762938e-05,4.96455596122084e-06,-6.54947388142157e-06,-2.8801529490874e-06,0.000121792111868727,5.70173703046361e-07,2.93750862668016e-05,-1.65323900532834e-05,1.05706387806594e-05,-6.1565410976609e-05,8.31350130503286e-07,-6.28571160865987e-06,1.33721736467783e-06,1.15347533872503e-05,2.68585111891069e-05
"4",45.3,1.61029154630115e-05,1.2427479652239e-05,-5.20921126795578e-05,1.35297932031951e-05,-1.67926686816129e-05,-4.13260966958525e-05,-1.77083270281545e-05,-4.85161646171346e-05,3.57671013631312e-05,-8.88976678693369e-06,-5.22192034260182e-05,1.78521883771256e-08,0.000115671967129228,-0.000105395748423847,3.18224379093888e-05,2.52542386162776e-05,-0.000123188367252361,6.73843803462892e-06,3.14888063469097e-05,-0.00010061477964959,3.29336110681017e-05,6.99970427364815e-05,1.93818235857051e-05,-0.000105823873541586,-0.000225759381704946,-6.47903709439096e-05,2.7095330795336e-05,-2.25627667510169e-05,8.5103470102626e-05,-7.3194143680885e-05,7.52299510269543e-05,-4.58692431263982e-05,4.77878267593152e-05,-0.000156528256106362,3.30257534292912e-05,0.000103152705756825,9.92616931692852e-05,-8.46453656540935e-06,6.42564879095502e-05,6.30548756726877e-05,-7.1908818184635e-05,5.39502346434349e-06,5.12885015739374e-05,-1.00222312670611e-05,-7.34348590473034e-06,7.93447421751478e-06,-4.03608573288784e-05,-0.000108657932161924,-2.53931328970287e-05,-0.000352313634552981,-1.43605939403955e-05,0.000298262807385644,-8.978640019225e-06,2.5433865816723e-05,0.000128110251932899,-3.35232066223993e-05,1.75217213210078e-06,-1.64374448666698e-05,-7.51862436024295e-06,-2.76617767722978e-05,5.97231141512897e-06,-0.000231581843979125,1.5816829855937e-07,-2.75688976237326e-05,-4.77238091662183e-05,-1.8092213270515e-05,3.82809012811799e-05,-0.000288016648289742,5.30131626078261e-05,-8.6767952485913e-06,7.20453170524612e-06,0.00011203708186651
"5",45.4,-8.59778173957016e-06,1.38920052719259e-05,-4.01075540423575e-05,2.99358047398345e-05,-2.060916453812e-05,-3.07244420048506e-05,-6.72031633452076e-06,-4.17640743984705e-05,9.26387678290201e-05,5.81471675452623e-06,-7.3896660333497e-05,8.58859938339451e-06,0.000127918060979562,-7.10164067314111e-05,0.000100579555972297,2.16444540437173e-05,-1.67004254323298e-05,6.831722214167e-06,1.08213842928352e-05,2.22426342352745e-05,-0.000144795358018562,-9.97050953307081e-05,-9.32594864941315e-05,0.000123519639663126,0.000375309795026669,0.000153698063389101,-3.13665760554305e-05,7.76764698668596e-05,-2.7423915051664e-05,0.000101526868304241,-4.43067949354467e-05,-8.33700662203905e-06,9.06578770648864e-05,0.000156242840226906,6.28183911687388e-05,-0.000100446280202213,7.54688941491121e-06,1.20871200329041e-05,-1.84728624999442e-06,-0.00035559074299918,0.000158853282406895,2.31440305818997e-05,-4.34810198577235e-05,8.98137301343048e-05,3.23607582949573e-05,6.91885370481745e-05,9.62648657285668e-06,0.000150446271354331,-2.71134194411978e-05,-0.000555656124621215,-1.26423906194258e-05,3.09433751298457e-06,-1.34932213420989e-05,5.81714318035153e-05,0.000136137846892781,5.08229350792936e-05,3.02201143312868e-06,-4.39065050722326e-05,-1.63536975648713e-05,-1.75703550119821e-05,5.57453171672319e-06,-0.000452546818127121,-3.43027314388828e-06,-7.04838604598281e-05,-2.66058246684577e-05,-3.5846267745896e-05,0.000116832225843351,-0.000367103605072325,6.69840923823334e-05,-1.20283394111732e-05,1.92401381932996e-06,0.000129997183614878
"6",45.5,-1.53655255308294e-05,-2.79213380739738e-06,2.73008895052912e-05,1.47944992482288e-05,-1.94599550327843e-05,2.2839515442388e-05,1.82872127024659e-05,1.98064638850685e-06,4.85007684839617e-05,1.98557447219659e-05,-1.06208720021065e-06,5.24813392514024e-07,7.53061370256829e-05,6.73967353226806e-05,6.16031554616191e-05,-1.17440206330333e-05,5.06400180167342e-05,-2.11246865068293e-06,-1.75314472815074e-05,0.000106102458274588,-0.000143536597070563,-0.000137398682607501,-9.60877397492924e-05,0.000193566269893131,0.00048421613058371,0.000172280715469051,-4.69244922704188e-05,7.66622104036213e-05,-8.39932725478125e-05,0.000136826210126989,-9.02155912722128e-05,2.99218272671472e-05,3.6830513814731e-05,0.000257295633669941,3.31423287081589e-05,-0.000158188362343685,-8.21086354418367e-05,1.05343385984955e-05,-4.79233671054325e-05,-0.000343477924527836,0.000184510811898582,1.73666227524061e-05,-7.57908343578263e-05,8.02211554223623e-05,3.78605967875669e-05,4.50787028639986e-05,4.44937808860999e-05,0.00020728847141663,-6.20009832065151e-06,-0.000267185909301961,6.48320494917807e-06,-0.000273033347365665,-1.38006259704458e-05,5.54118003660374e-05,-8.82018879761335e-06,6.51378032785573e-05,9.57400139290936e-07,-1.18347998548086e-05,-8.31106748876619e-06,1.80769290759012e-05,-5.37626593793192e-06,-0.000197765491461918,-1.11094148156881e-05,-3.75960438965255e-05,3.61186870086166e-05,-1.5372040709292e-05,6.56058545900212e-05,-0.000212654466405914,6.50227143901054e-06,-2.22104746632973e-06,2.36135994051941e-06,4.34131447064948e-05
"7",45.6,-6.07578663567333e-06,-2.24016071020491e-05,9.0367241586216e-05,-1.97695106094584e-05,-1.31934773531135e-05,7.22596055342698e-05,4.19503942315402e-05,4.41442770646628e-05,-5.36366545747563e-05,2.7076097526912e-05,9.59700216673225e-05,-1.83082092467331e-05,-8.7016871771474e-06,0.000191665536770975,-5.11477299595668e-05,-4.5989937444992e-05,7.80861338483232e-05,-1.19347147257371e-05,-1.66870459735054e-05,1.81326075239089e-05,0.000152778090826993,0.000102256394331956,8.04544382346272e-05,-8.36856768136242e-05,-0.00037960291490146,-0.000174192920040856,3.32672220823991e-05,-9.37181203681322e-05,4.64731090352329e-05,-0.000132224038212409,6.19385273537924e-05,1.39436560623194e-05,-9.77763321349418e-05,-0.000132800573702697,-3.31308547302901e-05,0.000116864633571008,-3.03954485542236e-05,-3.96097143642231e-05,2.00947864054602e-05,0.000346127927195879,-0.000173548546060054,-1.34668096499198e-05,5.41198319634567e-05,-9.74414246965483e-05,-6.29164189102253e-06,-9.13294423234581e-05,1.7923650445141e-05,-0.000146335708110796,1.86167018330854e-05,0.000281593888278417,2.69518918840487e-05,-0.000438936649976183,-9.57147240899133e-06,2.36774325320487e-05,-0.000198919633406083,3.34997498477065e-05,-2.58455528294483e-06,4.47427876091695e-05,1.07320115556887e-05,4.84296984907402e-05,-1.63996693697588e-05,0.000333522316837725,-1.77091461007973e-05,4.22407590588556e-05,8.75782648657311e-05,2.64149479138569e-05,-6.34192334203266e-05,3.15663712912283e-05,-7.81946549355134e-05,1.27532081975826e-05,6.28944432080467e-06,-8.98144850255754e-05
"8",45.7,7.44995473055147e-06,-2.77234740362676e-05,8.78756398550464e-05,-4.94783222302929e-05,-2.09554023550593e-06,6.93326289263387e-05,4.7724106904842e-05,4.52041249141464e-05,-0.000140786842819229,2.14159008367709e-05,0.000133330700296924,-3.58709914898556e-05,-8.80280535334224e-05,0.000180166992607882,-0.000155534007240712,-4.98931909126135e-05,7.43981221020537e-05,-1.37803932542305e-05,3.47460288694838e-06,-9.45657642648439e-05,0.000344776050232449,0.000282138050074694,0.000204515375474231,-0.000313988346156326,-0.00100641945103805,-0.000407128648349707,9.39671872912072e-05,-0.000194183235837886,0.000153478472691797,-0.000323423198955346,0.000182962987292455,-1.85340008130254e-05,-0.000156479153579779,-0.000450233154151738,-6.91372691659991e-05,0.000320722538357697,7.27422235934957e-05,-6.48319730547179e-05,8.33917959551681e-05,0.000797508904400571,-0.000418847259625868,-3.47792915400943e-05,0.000156625911222813,-0.000208932393168534,-4.61742292761475e-05,-0.000161821393865756,-2.24761453886088e-05,-0.000401509368265938,2.79314042891711e-05,0.000742434991010077,3.0641602740849e-05,-0.000406366983563301,-7.57604095570472e-07,-1.77843980404518e-05,-0.0003055727797501,-8.98654219827169e-06,-5.15609255790128e-06,8.35357891145086e-05,2.7403987086856e-05,4.25423458121737e-05,-1.69195181616536e-05,0.000773117800707252,-1.77513941718314e-05,0.000112084437957262,7.45411125456998e-05,6.05037064834409e-05,-0.000176765627674819,0.000219702625875396,-0.000129151956211387,2.27459667446204e-05,1.09140290043436e-05,-0.000194798097460667
"9",45.8,1.33870340956965e-05,-7.38719282336827e-06,-5.50952887574733e-07,-5.00459370737744e-05,1.35476874208811e-05,-1.62323115138729e-06,1.91150948829233e-05,-8.41704866967889e-06,-0.000139963137721558,1.01505247800004e-06,4.94750471939177e-05,-4.01240562923626e-05,-0.000126718788888293,-9.55052277662524e-06,-0.000169339392350518,-6.26225215049694e-06,4.83378440240403e-05,-2.63604376251706e-06,2.53709851288046e-05,-5.26910691209407e-05,-5.36255010768799e-06,2.38481470977355e-05,2.22871649286317e-05,-5.04345504432305e-05,-5.0903252506555e-05,1.62910013693975e-06,5.62356457385077e-06,3.47139829263979e-05,-4.55949031620317e-06,-8.87745108347812e-06,1.17051786373089e-05,-1.80608247313102e-05,2.04054732829545e-05,-5.47452977500565e-05,-8.36822097601673e-06,1.36702158641884e-06,0.000106274869533671,1.55894287360983e-05,1.8414885374592e-06,1.23343511966081e-05,-3.16052084451782e-06,-9.88667753229931e-06,1.63721983771438e-05,-3.91184470976529e-07,-2.19577125923325e-05,2.2006484107798e-05,-1.87082225036352e-05,3.71792047780521e-06,1.23482145489948e-05,0.000767089121783201,5.5114175535554e-06,-8.96500956974651e-05,1.26891355319805e-05,-4.96904253564774e-05,-0.000200199878771773,-2.72199792179554e-05,-4.30944940990129e-06,6.22932738633125e-05,2.83156604823537e-05,-5.89510736204762e-06,-4.35818027081504e-06,0.000752767647708903,-8.32862467406058e-06,0.000114984361841297,-1.42647781275655e-05,5.78829473579896e-05,-0.000180955859767139,0.000274793381579926,-8.84843726478053e-05,1.76087675661409e-05,1.34425978188993e-05,-0.000196650084478122
"10",45.9,2.02149356438873e-06,2.49306971478571e-05,-0.000113220022518629,-2.22399646357747e-06,3.36078055158874e-05,-9.13303842003294e-05,-4.38466281479564e-05,-7.62318472356699e-05,5.29877635234996e-07,-2.47206459865559e-05,-9.94119133164232e-05,-2.1891047573888e-05,-0.000107348447277317,-0.000248409097998267,-2.45504827875608e-05,5.56469182444151e-05,9.97563496237924e-06,1.37909583905228e-05,2.95014766198131e-05,9.54539296491234e-05,-0.000583168399696599,-0.000438589924670473,-0.000297226254628494,0.000458416788636198,0.00161464257122552,0.00068344586083571,-0.000150655680279573,0.000374877787359381,-0.000274196547608389,0.000528149776688705,-0.000301721278664687,1.19450786060317e-05,0.000276142797470553,0.000691556847716491,9.26333184822134e-05,-0.000542931256833746,4.30138901326467e-05,0.000132907773887183,-0.000146963752984596,-0.00129245911233905,0.000688841177779956,3.88961292144715e-05,-0.000239564865926379,0.000341105947502896,4.22761845807426e-05,0.000293183740605187,1.73084431745489e-05,0.000685562168896494,-1.37678472148755e-05,0.000115969247841777,-3.24834692259661e-05,0.000433707066070435,2.99355558351066e-05,-5.45526966143091e-05,0.000162983853257688,-1.33856162519461e-06,1.20668259687654e-06,-3.24477188800433e-05,2.30472462802743e-06,-6.34928071152443e-05,1.10001292863595e-05,-1.11504296948698e-05,5.80854331505987e-06,6.67932757328382e-06,-0.000118640320394435,-2.68597247510622e-06,-7.76880509904431e-06,0.000231229350878721,5.87662232302975e-05,-7.44954164052597e-06,1.13012412065562e-05,-5.02362852935843e-05
